Review,Date,Rate,cleaned_text
So very helpful through the whole process beginning till end.,09 octobre 2019,5,helpful whole process beginning till end
"Thanks for helping me through a very upsetting event. Having my car totaled during a brief lapse in insurance was heartbreaking.  Thanks to Car Brain, it wasn’t a complete financial loss!!",08 octobre 2019,5,thanks helping upsetting event car totaled brief lapse insurance heartbreaking thanks car brain complete financial loss
"Very Awesome experience... Was very sceptical and worried about a company I never heard of, but they did everything they said they were going to do..",08 octobre 2019,5,awesome experience sceptical worried company never heard everything said going
I received a fair offer.  The process was quick and easy,08 octobre 2019,5,received fair offer process quick easy
NO ISSUES AT ALL. ON TOP OF THEIR GAME IN THIS FEILD.I'VE SOLD (2) CARS THROUGH THEM OVER THE LASTFEW MONTHS AND WENT SMOOTH WITH NO ISSUES. VERY PROFESSIONAL AND I'VE ALSO RECOMMENDED THEM TO ALL OF MY FRIENDS AND FAMILY IN 2019.,08 octobre 2019,5,issue top game feild sold 2 car lastfew month went smooth issue professional also recommended friend family 2019
"very polite, on time",08 octobre 2019,5,polite time
"From my initial inquiry to acceptance of offer, all steps were simple,  straightforward and quick.Thank you CarBrain",08 octobre 2019,5,initial inquiry acceptance offer step simple straightforward quick thank carbrain
"Easy to deal with, great communication and prompt service. Always very professional.",08 octobre 2019,5,easy deal great communication prompt service always professional
Easy and fast!They made the process very easy and we were able to sell our car and get the money in a few days.,08 octobre 2019,4,easy fast made process easy able sell car get money day
"Great service. It was a seamless affair working with Carbrain, especially once you initiate a sell of your vehicle. Their agents keep you up to date and all your questions answered. I would use Carbrain again, no prob and have actually told numerous people to check it out!",08 octobre 2019,4,great service seamless affair working carbrain especially initiate sell vehicle agent keep date question answered would use carbrain prob actually told numerous people check
Everything about the process was straightforward and convenient. Ive recommended the website to multiple people now,08 octobre 2019,5,everything process straightforward convenient ive recommended website multiple people
It was a great pleasure to have us to sell .y car. We was so nice to me.,08 octobre 2019,5,great pleasure u sell car nice
"Fast professional used car sales. I requested a quote online afternoon and had a check in my hand the next morning. I did not accept the original quote but a professional shopped my car within his contacts and raised that original offer considerably, which I accepted.They sent a tow truck to pick it up and the driver had my check. No games no hassle and I never had to leave home.",08 octobre 2019,5,fast professional used car sale requested quote online afternoon check hand next morning accept original quote professional shopped car within contact raised original offer considerably accepted sent tow truck pick driver check game hassle never leave home
Very good customer service.  I had the best experience.,08 octobre 2019,5,good customer service best experience
I worked with Milton and I can’t say enough great things about working with him.  He was always available for questions and walked me through the process (which was incredibly easy) step by step.  He explained how everything would happen and it happed exactly as he said.  So grateful and thrilled that I handled the sale of my vehicle with CarBrain!!!,08 octobre 2019,5,worked milton say enough great thing working always available question walked process incredibly easy step step explained everything would happen happed exactly said grateful thrilled handled sale vehicle carbrain
"This was an easy, honest, and such a simple process - I recommend this company to anyone who doesn't want to hassle with selling their car themselves. The process couldn't be simpler, and the price they paid for my car was accurate. Staff are professional from those that handle the deal, to those that orchestrate the pick-up, and finally the driver who came to get my car. Great company!!",08 octobre 2019,5,easy honest simple process recommend company anyone want hassle selling car process simpler price paid car accurate staff professional handle deal orchestrate pick finally driver came get car great company
Very easy process for sell old car minutes talk next day pickup with payment only problem is they not giving good amount,08 octobre 2019,5,easy process sell old car minute talk next day pickup payment problem giving good amount
"Just upload photos and details about your car, and Carbrain takes care of the rest.  They showed up at my house with a check and picked my car up right out of the driveway.  Couldn't have been easier.",08 octobre 2019,4,upload photo detail car carbrain take care rest showed house check picked car right driveway easier
"The terms of the sale of my Benz were made absolutely clear before the transaction, which occurred at the specified time.A check for the agreed-upon sum was presented at the transfer.CarBrain did what it said that it would.",08 octobre 2019,5,term sale benz made absolutely clear transaction occurred specified time check agreed upon sum presented transfer carbrain said would
Could not have been easier! The whole transaction was exactly the way it should have been. They gave me a fair price and and took the vehicle away within a couple of days. Thank you CarBrain,08 octobre 2019,5,could easier whole transaction exactly way gave fair price took vehicle away within couple day thank carbrain
They give you one price than give an other,08 octobre 2019,5,give one price give
"When I decided to sell my car, I searched online and found this site called Carbrain. I made a few phone calls, received a few texts and I was in business. The whole process, was very fast and efficient. I received my money on the spot when they came and picked up the car. I was paid more than junkyard prices!!! I would definitely recommend carbrain to others who are in the market to get rid of their used cars.",08 octobre 2019,5,decided sell car searched online found site called carbrain made phone call received text business whole process fast efficient received money spot came picked car paid junkyard price would definitely recommend carbrain others market get rid used car
"Customer service was INSANELY good. From the first return phone call to meeting the tow truck driver who picked up my car.....it was a perfect transaction. In fact, the tow truck driver was so kind to me that I insisted upon tipping him. He refused! He said it was his job, no tip necessary. What a great company.",08 octobre 2019,3,customer service insanely good first return phone call meeting tow truck driver picked car perfect transaction fact tow truck driver kind insisted upon tipping refused said job tip necessary great company
The person that handled my acct was very good on getting back with me,08 octobre 2019,5,person handled acct good getting back
I got a great price for my car. Only complaint is the guy picking up the car didn’t call like they said they would but that is mi or to the great customer service I received throughout the duration of my experience with Car Brain. Would recommend!,08 octobre 2019,5,got great price car complaint guy picking car call like said would mi great customer service received throughout duration experience car brain would recommend
Swift service but the tow truck never called before towing my car. Had left a few things in there and didn’t get the chance to take them out before they towed it.,08 octobre 2019,5,swift service tow truck never called towing car left thing get chance take towed
Easy way to sell a vehicle.,08 octobre 2019,4,easy way sell vehicle
"The process was easy and I was pleased with the amount of money offered for our vehicle. If I'm ever in this situation again, I'll use CarBrain!",08 octobre 2019,5,process easy pleased amount money offered vehicle ever situation use carbrain
Quick and easy highest quote we got for the car.,08 octobre 2019,5,quick easy highest quote got car
Does exactly what they should. Offer u a price. Arrange for pickup. Habds over the money. Super simple,08 octobre 2019,5,exactly offer price arrange pickup habds money super simple
They made it very easy.  They were professional and friendly and the sale went without problems.,08 octobre 2019,5,made easy professional friendly sale went without problem
This outfit is great. Don't let their name scare you. Their great.,08 octobre 2019,5,outfit great let name scare great
Very easy to work with. Kept their word the whole time. Will use in the future if unfortunately I may need their services again.,07 octobre 2019,5,easy work kept word whole time use future unfortunately may need service
"The rep I worked with, Angela, was friendly and helpful for the most part. However, she had a hard time answering a couple of questions about the transfer-of-ownership process, so it was frustrating to have to do my own digging to find the answers to my questions. Another rep eventually confirmed my answers, but it took five emails and a phone call (with a 10-minute wait on hold). Ultimately, the experience wasn't trouble-free, but I was satisfied that I got a pretty good (not great) price for my vehicle, the pickup and payment happened according to schedule, and the check cleared—which was my main concern. I would recommend Carbrain, with a few caveats.",07 octobre 2019,3,rep worked angela friendly helpful part however hard time answering couple question transfer ownership process frustrating digging find answer question another rep eventually confirmed answer took five email phone call 10 minute wait hold ultimately experience trouble free satisfied got pretty good great price vehicle pickup payment happened according schedule check cleared main concern would recommend carbrain caveat
Easy & Painless... -Very fast respose time -  & reasonable price paid for the veihical.Thank You...!,07 octobre 2019,5,easy painless fast respose time reasonable price paid veihical thank
Service was average. My contact was responsive. But contacts should be. So met expectations. Pricing is low. But it might be average.,07 octobre 2019,3,service average contact responsive contact met expectation pricing low might average
"Entire process was smooth, and everything from quote to scheduled pickup went very well and as expected. Paid more than I expected for my broken vehicle. Would recommend to others.",07 octobre 2019,5,entire process smooth everything quote scheduled pickup went well expected paid expected broken vehicle would recommend others
as advertised...picked up my car and gave me a cjeck,07 octobre 2019,5,advertised picked car gave cjeck
My first experience was a pleasant one. The process was quick and easy and the advisor I worked with was knowledgeable and answered all my questions right away. I would definately recommend Carbrain to others.,07 octobre 2019,5,first experience pleasant one process quick easy advisor worked knowledgeable answered question right away would definately recommend carbrain others
Great customer experience. They gave me a very competitive offer and pick my truck up from my house the next day. I would definitely recommend them to friends and family.,07 octobre 2019,5,great customer experience gave competitive offer pick truck house next day would definitely recommend friend family
"Great service!! Milton was who I worked with and he was nothing but professional. He made an offer on my truck that was not running, I sent him photos of the truck and requested paperwork, we scheduled a time to pick up, the towing company called, gave me a time they would be here, they showed up and gave me a check for the agreed upon amount. I would highly recommend to anyone!!",07 octobre 2019,5,great service milton worked nothing professional made offer truck running sent photo truck requested paperwork scheduled time pick towing company called gave time would showed gave check agreed upon amount would highly recommend anyone
Car Brain was a user friendly experience with great communication and gave me a fair deal. A+++ service.,07 octobre 2019,5,car brain user friendly experience great communication gave fair deal service
Everything about my transaction was excellent from start to finishThank you,07 octobre 2019,5,everything transaction excellent start finishthank
Very easy to make arrangements and receive money.  Would give them an excellent review.,07 octobre 2019,5,easy make arrangement receive money would give excellent review
"Mistake about my payment,cause I didn't receive my paid the same day,",07 octobre 2019,1,mistake payment cause receive paid day
Carbrain offered me the best price. They were able to get someone out to pick my car before I had to leave for a week.,07 octobre 2019,5,carbrain offered best price able get someone pick car leave week
"Quick and speedy method of selling a car that doesn't work.  Would have loved a little higher price but then again who wouldn't.  Very pleased.  Julio was very easy to communicate with.  Email, text, or phone.  Even in the weekend.  Thanks.",07 octobre 2019,5,quick speedy method selling car work would loved little higher price pleased julio easy communicate email text phone even weekend thanks
"Best price offered and easy process!  Fast, efficient service  would certainly use them again.",07 octobre 2019,5,best price offered easy process fast efficient service would certainly use
The whole process was seamless.  I was treated very professionally from the get go.,07 octobre 2019,5,whole process seamless treated professionally get go
"I had a wonderful experience with car brain,they did just as they said.",07 octobre 2019,5,wonderful experience car brain said
Had nothing but a fast and positive experience with Carbrain !,07 octobre 2019,5,nothing fast positive experience carbrain
Very good experience with Car brain your customer service was excellent and everything happened just as stated. I highly recommend these guys!,07 octobre 2019,5,good experience car brain customer service excellent everything happened stated highly recommend guy
Very easy to use and great communication through the entire process. I was actually recommended through a friend who had used your service in the past.  I would highly recommend.,07 octobre 2019,5,easy use great communication entire process actually recommended friend used service past would highly recommend
"They were pretty quick with getting me an offer, however I felt they could be have given me more than what I got even though I tried bidding for a better deal. I got a cashier's check when the truck arrived and it was a fair exchange. There were no issues with the check bouncing. They're pretty legit.",07 octobre 2019,5,pretty quick getting offer however felt could given got even though tried bidding better deal got cashier check truck arrived fair exchange issue check bouncing pretty legit
Excellent service. Everything was simple and easy.,07 octobre 2019,3,excellent service everything simple easy
I was very satisfied with the whole process. Also it was really fast from when the time I called to the time it was picked up.,07 octobre 2019,5,satisfied whole process also really fast time called time picked
"Easy, fair value provided.",07 octobre 2019,5,easy fair value provided
"Was thrilled to find an easy way to sell an old car quickly! I recommend calling if you have any questions about the online questions, I was able to get a more accurate (higher!) offer by clarifying a few things and sending in photos of the exterior of the vehicle. I had some trouble coordinating with the pickup partner (Copart for my area), so it would have been helpful if CarBrain had a more direct relationship with them to help in that process, but it worked out.",07 octobre 2019,5,thrilled find easy way sell old car quickly recommend calling question online question able get accurate higher offer clarifying thing sending photo exterior vehicle trouble coordinating pickup partner copart area would helpful carbrain direct relationship help process worked
"The whole process was quick, easy and stress free.We will definitely use the service again.",07 octobre 2019,5,whole process quick easy stress free definitely use service
These folks were very friendly and helpful.I would do business with them again.,07 octobre 2019,4,folk friendly helpful would business
"Really simple process, no headache, they take care of everything l.",07 octobre 2019,5,really simple process headache take care everything
Super easy process. Best quote we got from a pretty extensive online search. Scheduling pick up was a breeze and the driver met me on time. Paper work was easy and thorough. Thanks for buying my car!,07 octobre 2019,5,super easy process best quote got pretty extensive online search scheduling pick breeze driver met time paper work easy thorough thanks buying car
"Fast, convenient, and friendly. They picked up my dead 2011 Chevy Cruze. Thank you, CarBrain!",07 octobre 2019,5,fast convenient friendly picked dead 2011 chevy cruze thank carbrain
"CarBrain was such an easy way to junk my car. No hassle, great customer service, they help you through the process and pick up the car.",07 octobre 2019,5,carbrain easy way junk car hassle great customer service help process pick car
These guys are great. All I had to do was call them and they took care of everything else.Thanks CarBrain,07 octobre 2019,5,guy great call took care everything else thanks carbrain
So easy to work with!  Fast and reliable!,07 octobre 2019,5,easy work fast reliable
"Fantastic resource to help sell your less-than-perfect vehicle!The team (Johan) was excellent, providing clear, simple steps to value and sell a long-cherished vehicle that I needed to sell. The process was super simple, very direct, and done quite quickly as well (mind-blowingly fast!).The tow-truck-driver was fantastic, personable and willing to share a little more about the process. Good company, fair prices, reliable and a unique resource that I would certainly use again in the future.Thanks, CarBrain!",07 octobre 2019,5,fantastic resource help sell le perfect vehicle team johan excellent providing clear simple step value sell long cherished vehicle needed sell process super simple direct done quite quickly well mind blowingly fast tow truck driver fantastic personable willing share little process good company fair price reliable unique resource would certainly use future thanks carbrain
The process  was seamless and fast!,07 octobre 2019,5,process seamless fast
the car was picked up on time and all transactions were fast and easy.,04 octobre 2019,4,car picked time transaction fast easy
Very easy to deal with. Got decent amount for my 2003 truck.,04 octobre 2019,4,easy deal got decent amount 2003 truck
"It was nice experience , easy and quick. Thanks",02 octobre 2019,5,nice experience easy quick thanks
Process was quick and easy. Very nice people I dealt with during the sale of my truck.,01 octobre 2019,4,process quick easy nice people dealt sale truck
The process and communicartion was a complete mess. Asked to do things multiple times. Very poor communication between Carbrain and twoing compnay. Also a bit of a bait and switch on offer.,01 octobre 2019,1,process communicartion complete mess asked thing multiple time poor communication carbrain twoing compnay also bit bait switch offer
Excellent experience-received an immediate fair offer and within a few days my old car was gone and I had immediate payment. I can’t recommend this service more!,01 octobre 2019,5,excellent experience received immediate fair offer within day old car gone immediate payment recommend service
"The entire process was very easy and clear-cut! The phone reps assisting me were very available and helpful, and I ultimately got excactly what I was looking for! Would definitely go through car brain again",01 octobre 2019,5,entire process easy clear cut phone rep assisting available helpful ultimately got excactly looking would definitely go car brain
Gulio P. was excellent to work with It was easy to sell my car and I received 1.5 times than I was offered by dealers,01 octobre 2019,5,gulio excellent work easy sell car received 1 5 time offered dealer
"Honestly Carbrain turned a very bad car experience with Lexus of Cool Springs into something positive. The process was friendly and easy. My car was a Lexus 450h that quit running (had been serviced by the dealership it's entire service history) and the dealership was not helpful at all in finding an affordable solution. I will never purchase another Lexus again (It was my 2nd one), but I would use carbrain again to get rid of a Lexus.",27 septembre 2019,5,honestly carbrain turned bad car experience lexus cool spring something positive process friendly easy car lexus 450h quit running serviced dealership entire service history dealership helpful finding affordable solution never purchase another lexus 2nd one would use carbrain get rid lexus
"CarBrain was honest, fair, quick to respond, and helpful when we had a couple of hiccups. I'd recommend them to anybody in a similar situation.",26 septembre 2019,5,carbrain honest fair quick respond helpful couple hiccup recommend anybody similar situation
"The speed of the transaction and the thorough communication made it a simple and convenient experience. My only disappointment was in the over-promised ability to wait longer, find a best suited buyer, and receive a higher offer on the vehicle. Don't promise it if you're not going to do it.",26 septembre 2019,5,speed transaction thorough communication made simple convenient experience disappointment promised ability wait longer find best suited buyer receive higher offer vehicle promise going
"Overall, I had a good experience with CarBrain. The people who worked for the company were professional and polite, and I received a decent enough offer for my non-functional car with minimal hassle. There were a couple scheduling hiccups with the towing company that ended up picking up the car, but it wasn't a big deal. You might get a little more money working with another company for this sort of thing, but this was so hassle-free that it was worth it.",25 septembre 2019,4,overall good experience carbrain people worked company professional polite received decent enough offer non functional car minimal hassle couple scheduling hiccup towing company ended picking car big deal might get little money working another company sort thing hassle free worth
"I got 3 quotes. This was the highest, and could NOT have been a smoother, easier transaction. The quote never changed, handled via text, tow truck showed up as expected with a check and away the vehicle went - THANK YOU!",25 septembre 2019,4,got 3 quote highest could smoother easier transaction quote never changed handled via text tow truck showed expected check away vehicle went thank
Went really well. I recommend this to anyone needing to sell a vehicle,25 septembre 2019,5,went really well recommend anyone needing sell vehicle
The transaction was totally painless and everyone I spoke with was professional in every sense of the word. I will always use carbrain from this point forward and would highly recommend them. jane,25 septembre 2019,5,transaction totally painless everyone spoke professional every sense word always use carbrain point forward would highly recommend jane
Very easy to work with and guided me through the process.,25 septembre 2019,5,easy work guided process
"Selling our car with Car Brain was easy!  Since our car was not running, we were not sure how to dispose of it.  We filled out the requested information on Car Brain and they gave us a quote.  We decided to submit it to Auction, and we were pleased to have our car sold at a price that worked for us within a few days.  They gave us a check and towed it away for free.  It was a really simple process!",25 septembre 2019,5,selling car car brain easy since car running sure dispose filled requested information car brain gave u quote decided submit auction pleased car sold price worked u within day gave u check towed away free really simple process
"Somewhat confusing at first in getting through to an agent i.e., I had not been assigned a ""code"" in order to get through.",25 septembre 2019,4,somewhat confusing first getting agent e assigned code order get
"Smooth experience, great offer for my Hummer H3. More than what others gave me.",25 septembre 2019,5,smooth experience great offer hummer h3 others gave
"Amazing! I never knew a service such as this existed. I was out of state at my father-in-laws. He had passed away and we needed to sell his car quickly to cover funeral costs. CarBrain was courteous, prompt, and reliable. Recommend highly! Bet they never thought of filling this need.",24 septembre 2019,5,amazing never knew service existed state father law passed away needed sell car quickly cover funeral cost carbrain courteous prompt reliable recommend highly bet never thought filling need
"Quick easy transaction.I found CarBrain online and decide to give them a try, they gave me fair price and made the transaction quick and easy. Unfortunately I ended up using them twice in a couple weeks, but i never hesitated going back the 2nd time.",24 septembre 2019,5,quick easy transaction found carbrain online decide give try gave fair price made transaction quick easy unfortunately ended using twice couple week never hesitated going back 2nd time
It was the most that anybody would offer me for my car. The men who came to pick up my.car were very professional and the lady I spoke to on the phone was also. There was no hassle with the process. Very professional all the way around.,24 septembre 2019,5,anybody would offer car men came pick car professional lady spoke phone also hassle process professional way around
Quick and efficient service from initial request for quote through the vehicle authentication as well as the vehicle pickup.,24 septembre 2019,5,quick efficient service initial request quote vehicle authentication well vehicle pickup
"The processing was easy, anyone can do it.Fill out the form online, a phone call to confirm some information, and that was about it.The car was picked up from my house and the driver had a check in his hand for me.Will definitely use again",24 septembre 2019,5,processing easy anyone fill form online phone call confirm information car picked house driver check hand definitely use
My experience was very easy and quick didn't take long at all they came picked up truck signed papers that's it,24 septembre 2019,5,experience easy quick take long came picked truck signed paper
CarBrain made the car selling process easy. My car would no longer start. CarBrain made a compelling offer and picked the car up at no cost. Much better than selling to a dealer.,24 septembre 2019,5,carbrain made car selling process easy car would longer start carbrain made compelling offer picked car cost much better selling dealer
Very honest and great company. Everything was as expected. I recommended  this company to so many people.,24 septembre 2019,5,honest great company everything expected recommended company many people
"It was a fast, easy and very professional",24 septembre 2019,5,fast easy professional
I was able to sell my junk car at good price through carbrain.com. I am so appreciated.,24 septembre 2019,5,able sell junk car good price carbrain com appreciated
"I was skeptical but I took the gamble. They made the process easy and efficient. I'm glad I went this route rather than trying to individually determine value, advertise and sell my car. I recommend!",24 septembre 2019,5,skeptical took gamble made process easy efficient glad went route rather trying individually determine value advertise sell car recommend
The staff was awesome.  The deal was fair.  The communication was excellent.  Great job!!,24 septembre 2019,5,staff awesome deal fair communication excellent great job
"I had the BEST experience selling my car to CarBrain. Everything was smoothly, without hesitation I would recommend this company to anybody.",24 septembre 2019,5,best experience selling car carbrain everything smoothly without hesitation would recommend company anybody
Great Communication!  I doubted the process but everything promised happened in a timely manner.,24 septembre 2019,5,great communication doubted process everything promised happened timely manner
"Easy experience! I wasn't able to be around for the first pick up time, and they worked with me to reschedule.",24 septembre 2019,5,easy experience able around first pick time worked reschedule
"CarBrain beat all other deals by several hundred dollars.  They were quick to respond, courteous, and we were able to schedule a pick-up time at our house that worked around our schedule.  Overall, we would definitely recommend CarBrains to friends and family.",24 septembre 2019,5,carbrain beat deal several hundred dollar quick respond courteous able schedule pick time house worked around schedule overall would definitely recommend carbrains friend family
"Everything went smoothly, and I got more than the local junkyards offered.",24 septembre 2019,5,everything went smoothly got local junkyard offered
"Answer questions on internet truthfully ,you Answered  questions truthfully on their website, had  to pick a answer an no where to leave a comment. Ask if parts missing ?answered yes. There was no where to tell what was missing  ,gave a confirmed offer.The rearend was stolen out from under my 06 z71 extended cab 4x4.Accepted offer an they backed out completely  ,that's fine it's got a brand new transmission with less than 100 miles.I'll part it out myself!",24 septembre 2019,5,answer question internet truthfully answered question truthfully website pick answer leave comment ask part missing answered yes tell missing gave confirmed offer rearend stolen 06 z71 extended cab 4x4 accepted offer backed completely fine got brand new transmission le 100 mile part
The whole process worked great and as promised.  Abraham from AA Imports picked up the car and pink slip and made payment.  Very professional.,24 septembre 2019,5,whole process worked great promised abraham aa import picked car pink slip made payment professional
It was fast and easy services the people over the phone was very nice  as well as the tower  he was handsome and very nice. I didn have any problems cashing my check. Everything was legit. I highly recommend them.,23 septembre 2019,5,fast easy service people phone nice well tower handsome nice problem cashing check everything legit highly recommend
"I had an excellent experience with CarBrain and would highly recommend them.   I was contacted immediately, the process was quick and easy and arrangements made the following day and received top $ for my car.  Mary and team did an excellent job! Thank you CarBrain",23 septembre 2019,1,excellent experience carbrain would highly recommend contacted immediately process quick easy arrangement made following day received top car mary team excellent job thank carbrain
"Quick, easy, and trustworthy! Also gives very fair quotes.",11 septembre 2019,5,quick easy trustworthy also give fair quote
Very easy to use.Got a fair price .Didn't have to deal with people coming to look at it.,10 septembre 2019,5,easy use got fair price deal people coming look
Excellent and very fast. easy and convinient.,05 septembre 2019,5,excellent fast easy convinient
"They picked my car within 24 hours and paid what they offered ($2,025) went to bB ofA and cashed the check no problem , if I ever have another wrecked car I will use them again and I will recommend to friends",02 septembre 2019,5,picked car within 24 hour paid offered 2 025 went bb ofa cashed check problem ever another wrecked car use recommend friend
This a legitimate company and they pay more than their competitors. Transaction was easy as they meet you at location of your vehicle and no charges for tow truck. I highly recommend this service.,02 septembre 2019,5,legitimate company pay competitor transaction easy meet location vehicle charge tow truck highly recommend service
"Easy process , would do this again.",02 septembre 2019,5,easy process would
Very easy transaction from start to finish.  No problem with cashing the check.  Seemed like a fair price to me.,27 août 2019,5,easy transaction start finish problem cashing check seemed like fair price
quick and easy they picked my truck up 2 days later with check in hand,27 août 2019,4,quick easy picked truck 2 day later check hand
"Pretty quick and easy. Wish there was a way to lock the deal in for longer without a title on hand. Almost lost it because I paid off my car and was waiting on the bank to send me a title, and they wouldn't accept a paid in full letter from my bank to hold the price for an additional week.",27 août 2019,4,pretty quick easy wish way lock deal longer without title hand almost lost paid car waiting bank send title accept paid full letter bank hold price additional week
"A timing issue with the towing company, it happens.  Super easy process and felt I was paid a fair amount.  I would do this again if the need presented itself again.",27 août 2019,5,timing issue towing company happens super easy process felt paid fair amount would need presented
"Gave me a quote, then reduced it by $400. Otherwise all good.",27 août 2019,4,gave quote reduced 400 otherwise good
"It was quick and easy. Called one day and two days later my truck was gone and I got paid. No issues, will use the company again if needed",27 août 2019,5,quick easy called one day two day later truck gone got paid issue use company needed
CarBrain came thru with their end of the deal. My car was towed away two days after things were set up and I was paid on the spot. Everything worked out wonderfully. I highly recommend this service to anyone in need of getting rid of a junked vehicle.,27 août 2019,2,carbrain came thru end deal car towed away two day thing set paid spot everything worked wonderfully highly recommend service anyone need getting rid junked vehicle
The service was quick and honest. They had our picked up car within a week after we first contacted them. They paid the amount that was quoted to us.,27 août 2019,5,service quick honest picked car within week first contacted paid amount quoted u
"Experience was great! Customer service with Bill was excellent, price was fair and the driver was a really nice guy who gave me hour notice then  picked car up right when he said he would. In this day and age I was more than impressed with Car Brain in contrast to many experiences I’ve had with other large tech companies. I would certainly recommend Car Brain and in fact I already have! Thanks again to the team who helped me sell my car.Jesse",27 août 2019,5,experience great customer service bill excellent price fair driver really nice guy gave hour notice picked car right said would day age impressed car brain contrast many experience large tech company would certainly recommend car brain fact already thanks team helped sell car jesse
"Honestly, it was an easy, amazing experience. I got what I considered a very fair price, and it was a super easy transaction. I could not ask for anything better.",27 août 2019,5,honestly easy amazing experience got considered fair price super easy transaction could ask anything better
I really appreciated CarBrain quick response. I got a quote next day after I contacted them. And my car was sold in two days after I accepted the quote.Great service! Thanks a lot!,26 août 2019,5,really appreciated carbrain quick response got quote next day contacted car sold two day accepted quote great service thanks lot
"The process was simple and as advertised, staff was helpful answering questions I had. I would use again.",26 août 2019,5,process simple advertised staff helpful answering question would use
Awesome experience with this company in selling my damaged car. Bill F was really helpful and showed lot of patience and courteous in all the processes. From the start till end of sale he guided me. Excellent customer service,26 août 2019,5,awesome experience company selling damaged car bill really helpful showed lot patience courteous process start till end sale guided excellent customer service
Super fast super easy to get rid of our old car.  Will definitely use them in the future,26 août 2019,5,super fast super easy get rid old car definitely use future
"Our situation was a bit unique in that we didn't exchange title and registration with the car pick up, as the car was in a remote location, but it all worked very smoothly with good communication by CarBrain throughout.",26 août 2019,5,situation bit unique exchange title registration car pick car remote location worked smoothly good communication carbrain throughout
"CarBrain was really easy to work with and responded quickly when I had a question. They gave me a pretty good deal on my car, way better than a junk yard was going to.",26 août 2019,4,carbrain really easy work responded quickly question gave pretty good deal car way better junk yard going
Great service. Easy to work with. They were also very good at communicating throughout.,26 août 2019,5,great service easy work also good communicating throughout
"Great deals, legit business",26 août 2019,5,great deal legit business
Car Brain gave me highest offer than anyone else for my totalled lexus rx350 . Check is cleared without any problem.Smooth and easy transactionI would highly recommend anyone looking to sell their cars.Thank you,26 août 2019,5,car brain gave highest offer anyone else totalled lexus rx350 check cleared without problem smooth easy transactioni would highly recommend anyone looking sell car thank
Car Brain is truly a fast and efficient way to offload a vehicle that you may no longer be using. Their service is efficient and turn around is on point. Really handle free!,26 août 2019,5,car brain truly fast efficient way offload vehicle may longer using service efficient turn around point really handle free
Received and accepted their offer. They showed up to get the car. We exchanged title for check. Done deal.,26 août 2019,5,received accepted offer showed get car exchanged title check done deal
"Honest, easy to work with and fast!",26 août 2019,5,honest easy work fast
Excellent from beginning to end. Smooth process from online quote to picking up the car.  I would highly recommend them.,26 août 2019,5,excellent beginning end smooth process online quote picking car would highly recommend
The process was straight forward and easy; very responsive team.,26 août 2019,5,process straight forward easy responsive team
Great transaction. Honest. Did everything you said you would,26 août 2019,5,great transaction honest everything said would
"Best offer on my vehicle by far! Quick, easy, professional service.",26 août 2019,5,best offer vehicle far quick easy professional service
The entire process was fast and very pleasant,26 août 2019,4,entire process fast pleasant
The sale of my truck was smoothly. Angela did a good job.,26 août 2019,5,sale truck smoothly angela good job
Please don't use this company. The towing company they set me up with kept me waiting for eight hours!!! I had to drive 2 hours to meet them where my car was stuck and then waited for eight hours before the guy contacted me and told me he was 2 hours away and wanted to re-scedule for the next day. I wasted 12 hours of my life. The women who were the contact for the tow company were USELESS. Call Peddle if you have a car to sell. They were excellant!!,26 août 2019,5,please use company towing company set kept waiting eight hour drive 2 hour meet car stuck waited eight hour guy contacted told 2 hour away wanted scedule next day wasted 12 hour life woman contact tow company useless call peddle car sell excellant
"Went thru Carbrain.  However, the towing company they used was very unreliable.{McHugh's) My car was at my mechanic's so I had to meet the towing company there. Had an appt at 2:30, they didn't show. Then at 4:00pm, they still didn't show. Around 5:00pm they finally said they had to reschedule. So I donated my car to Kars4KidsI wasted my whole afternoon and my mechanic still has my car sitting in front of his place.  He is kind enough to let me keep it there.",26 août 2019,5,went thru carbrain however towing company used unreliable mchugh car mechanic meet towing company appt 2 30 show 4 00pm still show around 5 00pm finally said reschedule donated car kars4kidsi wasted whole afternoon mechanic still car sitting front place kind enough let keep
They were fast and easy. I'm very glad I chose CarBrain,26 août 2019,5,fast easy glad chose carbrain
from the initial phone call to the tow away it all went great; from time of the call to tow away was 4 days; super easy and the price was better than a local salvager,26 août 2019,1,initial phone call tow away went great time call tow away 4 day super easy price better local salvager
Received the best price over three other online sites. This site was easier to use to describe the condition of my vehicle for appraisal. The towing driver gave me the check on the spot before towing. Everything 5 stars!,24 août 2019,1,received best price three online site site easier use describe condition vehicle appraisal towing driver gave check spot towing everything 5 star
"Carbrain provides quick, professional, stress-free service. I will refer everybody I know—so glad I found them 😊",20 août 2019,5,carbrain provides quick professional stress free service refer everybody know glad found
"everything went smooth,and fair price given",20 août 2019,5,everything went smooth fair price given
A rep at CarBrain was very responsive. The entire process was so smooth and hassle free. I even sold my wrecked car for a higher price than I asked. Very highly recommended.,19 août 2019,5,rep carbrain responsive entire process smooth hassle free even sold wrecked car higher price asked highly recommended
I was skeptical.  The process went exactly as promised and Carbrain gave me the best offer for my 2013 Kia Sorento with a seized engine.,19 août 2019,5,skeptical process went exactly promised carbrain gave best offer 2013 kia sorento seized engine
