Review,Date,Rate
They were quick and very easy to work with! Gave me the check on the spot and did not hear from them since. Highly recommend if you need to get rid of a vehicle,10 mai 2020,5
Fast and easy. And they allowed negotiations I really appreciated the phone calls. They kept me informed throughout the process.,10 mai 2020,5
over all it was a positive experience. Relatively easy,10 mai 2020,5
The exchange was organised and seamless.  Great job and thank you!,10 mai 2020,4
"Customer service was wonderful. Very prompt service, very easy to work with.",10 mai 2020,5
A great way to sell the unsellable vehicle! Great customer service helps you through the process. Very pleased with the results.,10 mai 2020,5
"Competent people lead you through the process.  Other than a little paperwork issues, all went well.",10 mai 2020,5
Very quick and easy steps and fast pick up. The agents are very helpful to me.,10 mai 2020,5
Didn’t know about CarBrain and spoke to a friend about my vehicle situation. He putMe on to CarBrain and I cannot imagine a better experience to deal with a vehicle you wouldn’t sel to anyone else.,09 mai 2020,4
I had misplaced my bill of sale and needed to report the sale to the DMV. All I needed to do was email my contact person and he got his clerk right to getting me a copy by email...All within 24hrs!! YAAAAY for great Customer Service!,09 mai 2020,5
excellent experience here. Help me a lot on selling my car.,09 mai 2020,5
Great transaction!! I was skeptical at first but I got my check when the car was picked up. Thank you!,09 mai 2020,5
Car Brain was easy to work with.  I would use them again any time.,09 mai 2020,5
"Quick and easy process, great company",09 mai 2020,5
Selling my car was so easy using car brain. I had an offer in minutes and they even towed the car away. I highly recommend!,09 mai 2020,5
"They were very responsive and gave me a fair price.  I made a mistake with the first check that I got and they were great about getting me a replacement, even during this current pandemic crisis!Thank you!",09 mai 2020,5
Complete confusion by Carbrain about who was handling our transaction. I called the person who emailed me several times to try to complete the deal. He never called me back. Had to find someone else to help. Asked the tow truck driver if he needed the lien release. He said “no”. But later was contacted saying they needed it. So had to mail them a copy. Really need to smooth out their process.,09 mai 2020,5
"It was honestly such an easy experience. Got a really good offer, local company called next day to schedule pickup and two day’s later they rolled in with check, hooked up the car and towed it away!  Great company. Very trustworthy. Definitely recommend.",09 mai 2020,3
Very easy to deal with. Was offered a fair price for the vehicle.  Process very easy and quick.,09 mai 2020,5
The process was easy. No hassle and no fine print. I had a check for $935.00 within a couple of days. CarBrain definitely has my vote of confidence.,09 mai 2020,5
"Safe, fast and easy to deal with.",09 mai 2020,5
No problem from start to finish. Good price and came and picked up quickly. All and all a good experience.,09 mai 2020,5
My experience was great.  Process was easy!,09 mai 2020,5
Nice an easy process came an got the car quick an gave a fair price.,09 mai 2020,5
Everything went as planned! Thank you for quick service!,09 mai 2020,5
Fast. Simple. Satisfied,09 mai 2020,5
This company is the truth if I had another car to sell this company would be first choice..,09 mai 2020,5
Gave me a great amount of money for my car and they came on time to pick my car up  👍👍👍,09 mai 2020,5
Quick to respond. Fair. No problem at all. Great experience.,09 mai 2020,5
Super easy. Everything went as they said it would!,09 mai 2020,5
"Working with CarBrain was easy, fast, and frankly, delightful. Their representatives were knowledgeable and friendly, and we got a fair price from them.",09 mai 2020,5
Very grateful to be able to do business with Carbrain.,09 mai 2020,5
My situation was a bit complicated by the fact that the car was in a different state than it had been titled in. We also had two people on the title which complicated the situation further. Carbrain worked with me to get everything taken care of and paid what I felt was a fair price for a totaled car. I would definitely recommend them.,09 mai 2020,5
"The experience of selling my car was so easy, before I knew it the car was out of my way and I had a check in my hand. I was quoted a price on the website and that is and that is exactly what I was paid. I would definitely use CarBrain again.",09 mai 2020,5
"Painless, hassle free and pleasant! From the offer to the confirmation to the pickup. Fantastic experience with all involved. I even wrote a thank you note to the woman who coordinated and answered all my questions.I live in one state but the car broke down in a different states. No obstacles at all.",09 mai 2020,5
CarBrain made the entire car selling process extremely easy.  They gave a fair estimate for my car and came to pick it up in a timely manner with my check in hand.  I've recommended CarBrain to other friends and family.,09 mai 2020,5
Awesome customer experience. Everything was set up ready too go they had there stuff together.,09 mai 2020,5
Made getting rid of my old wrecked truck quick & easy #fastcash,09 mai 2020,5
This was so fast and easy and they gave us a good price for our car.,09 mai 2020,5
Easy and quick. Car was picked up and given the check at same time only a couple days after I submitted request.,09 mai 2020,5
Did everything that was said and with no issues.,09 mai 2020,5
"Great service, free and clear of my old car, AND they took it away for me. Never thought I would get as much as I did for my car. Thanks CarBrain!",09 mai 2020,5
"Super easy, convenient way to sell a car that’s beyond repair",09 mai 2020,5
"The reason I chose 4 stars is because, while the actual car brain staff were excellent, the company they contracted out to pick the car up was very difficult to communicate with and had difficulties finding our location due to severe language barrier and then, on top of that, once the driver found our location, they dented the car while attempting hitch it up to the tow truck & did not seem to care (his reaction when I pointed it out seem to be very nonchalant). I hope they have resolved this issue so that it doesn't happen in the future.",30 avril 2020,4
CarBrain gave me a good settlement for my totaled car. They were very professional and courteous. I recommend them to anyone who wants to sell their non working car.,27 avril 2020,5
Everything went great. The only thing is I had to pay for the notary out of my own pocket,26 avril 2020,4
It was very smooth. All my questions were answered. I feel like I got a fair hassle free price for my car.,26 avril 2020,5
Showed up at the agreed time with the payment check.  The State of Massachusetts did require paperwork to stop the excise tax bill that I was not given when they picked up the car.  Thankful I still had my notes so I was able to connect with the office that did the arrangements.  They were prompt providing the paperwork I needed,25 avril 2020,5
"If you need to sell your car (as we did) because it would be too costly to repair, and it wasnt running...CarBrain is a NoBrainer! Doesn't every review say that?",25 avril 2020,5
very pleased with the professional and quick response from car brain. Within 48 hours a tow truck picked up my vehicle and handed me a check in the exact amount we agreed on.,25 avril 2020,5
Seamless experience with helpful and knowledgeable employees.  I would definitely recommend CarBrain.,20 avril 2020,5
CarBrain was great they offered me the most for my car and I had a check in my hand the next day. Thank you CarBrain.,20 avril 2020,5
Fast responsive quote with money delivered and car towed away.What more could I ask for?,20 avril 2020,5
Easy fast experience only dislike is my car was worth a lot more but it was still the best offer I was given,20 avril 2020,5
Quick and to the point. Scheduled pick up and received check the next day.,20 avril 2020,3
"It was fast easy, the employee that picked up my car, was friendly very polite, took the stress out of junking a car, I would recommend to my friends and family, and will definitely use again!!",19 avril 2020,5
"I was very skeptical of your auto store, but I found out just the opposite.  Your organization helped me thru your process and it was all exactly as advertised.  Thank you for buying my older car.",19 avril 2020,5
"Prompt service, I didn't have to look for a buyer on my own. Easy to complete instructions and the towing service was prompt and accurate. The check was presented upon completion of the paperwork. Staff members were concise,  prompt and professional!  Thanks!",19 avril 2020,5
"Very responsive and i got the best deal for my car, i really recommend Carbrain, they will really make your experience fast and easy, Thanks guys!",19 avril 2020,5
"""What I got from Car Brain almost double what I'd been offered by a couple other local junked care dealers.  The whole process was very easy, and the staff were professional and courteous.  In fact, the whole thing was so much better than I expected, that I was half afraid that it was ""too good to be true.""  But, in fact, it was exactly as I was told it would be.  I was totally satisfied with the experience, and recommend this company.",19 avril 2020,5
Just a smooth solid transfer from start to finish,19 avril 2020,5
"Honestly, this was fast, easy, and a good value.",19 avril 2020,5
I’m so happy I found CarBrian.  The transmission went out on my daughters 2001 Lexus RC 300.  Most recommended I just call a salvage yard and you might get $200 for it.   While searching the web for a salvage yard CarBrsin popped up.  I’m so glad it did.  They made it super easy.  I didn’t have to may for a tow.  They met me at my mechanics and handed me a check for 3X what I could have got from a salvage yard.  CarBrain is a NO BRAINER!!,18 avril 2020,5
"When my car engine went after surgery and not driving it for awhile, I was saw distraught and anxious with what to do.  All I had to do was plug in info about my car..they came back with an offer.  Within 3-4 days the came and picked it up right from my driveway..the offer was fair.  I was totally satisfied!",18 avril 2020,5
Super easy way to sell my car. Highly recommend CarBrain,18 avril 2020,5
We sold a Toyota Rav 4 after our daughter totalled it in a side impact crash. The engine was still in good condition and it was driveable but the body was terrible. We were able to sell it on carbrain for more than we expected and were able to buy her another car. It was very quick and easy process and from start to finish it was done in under a week. Will definitely recommend them to friends and family,18 avril 2020,5
I had a wrecked truck that I had to get rid of and found Car Brains on the internet.They paid a fair price and everyone was very professional and courteous. I highly recommend them to anyone who needs this service.,18 avril 2020,5
Very quick and very easy!!!! Had a great experience with CarBrain...👍,18 avril 2020,5
"Glad i found you guys on the web. Easy to work with, excellent clear communications from the entire team.",18 avril 2020,5
We received the money that was offered,18 avril 2020,5
"It honestly would have been a 5 star review, but I didn't get a Bill of Sale and ran into problems with the DMV.  There was no contact after taking my vehicle.",18 avril 2020,3
Quick and painless.,18 avril 2020,5
Had a great experience. I recommend you to all my friends. Thank you!,18 avril 2020,5
Out standing service. I really appreciate all the help I received.,18 avril 2020,5
I was very skeptical and looked them up on BBB and the internet. It seemed legitimate and so I went for it. The process was fast and simple. The car was picked up within a couple of days and a check was out into my hands. No problems at all! I highly recommend this company.,18 avril 2020,5
"They made it so easy, I made the call to carBrain , I furnished them with some info like Vin # and some pictures and boom they had a price for my vehicle , I agreed with it then comes the ramp truck and a check and off it went , Thank you Car Brain",18 avril 2020,5
Carbrain provided me an excellent service buying my totaled car at a fair price. All the paper work was digilently managed and in few days I had my car picked up and the check in my hands.I truly recommend Carbrain!,18 avril 2020,5
Very good service.  Honest!,18 avril 2020,5
The representatives were helpful and made the process much easier do deal with.,18 avril 2020,5
Carbrain made it so easy to sell my second car! They arranged pickup and handled the title transfer. They also gave me the best offer of the quotes I received. I will definitely work with them again in the future!,18 avril 2020,5
"Was skeptical due to some bad reviews, but I’m assuming those reviewers weren’t aware of Lea regarding car sales in their state, or were uncommunicative with tow drivers. In my opinion, this is the easiest and best way to sell your junk car.",18 avril 2020,5
"I needed to get rid of a wrecked, non- drivable car. This process could not have been easier. The staff members I spoke with by phone were very knowledgeable and efficient. They let me know what to do for each step in the process. They had my car picked up in less than a week. The driver who came to pick it up (from three hours away) was friendly and the pickup process went really quick. If I every need this service again I'll certainly use Car Brain again.",18 avril 2020,5
First time selling my Jeep of 22 years online and experience was positive. Katie walked me through the process and not too long after I received my check and Jeep was picked up,18 avril 2020,5
they were great i recommended their service to several people i am very pleased and will definitely be using them in the future. no hassle at all. something that was so stressful was made easy because of all your helpthanks again,18 avril 2020,5
If I could give no stars I would they offered me 115 for a 03 f150 that runs and drives perfectly nothing wrong with it,18 avril 2020,5
Excellent service timely response. Good experience,18 avril 2020,5
Quick QuoteHonest priceFriendly,18 avril 2020,5
The process was quick and professional.,18 avril 2020,1
Was impressed with customer service and follow thru Excellent turnaround from fair offer to pickup was quick with no stress Thank you car Brain have also passed the word along,10 avril 2020,5
Bill was extremely helpful..gave a great price for my 2008 Santa Fe. Car was picked up the next  day and I received bill of sale promptly so I could go to DMV with proof of sale.  Thank you Bill and I recommend this service to everyone looking to sell a car with zero risk at fair price.,01 avril 2020,5
In today’s fast pace technological world we live it was such and easy simple process and finished and completed so fast. You don’t find that a lot nowadays.,01 avril 2020,5
Easy to use and money was paid on the spot.,31 mars 2020,4
Great experience.    Very helpful employees.   Would definitely do again!!,31 mars 2020,4
"This was super easy and very helpful. Car had broken down and wasnt worth towing, but carbrain paid me!",31 mars 2020,5
"Fantastic Experience.  Professional, quick and fair... I would use them again and/or refer them to anyone in my situation...",25 mars 2020,5
"Overall, it was a great experience. It was different just searching around, and looking online trying to find places that could help us get rid of the car or maybe even a trade. I came across this site and just was thinking and pondering about it. I looked into reviews just to make sure that it wasn’t a SCAM😶. But they actually came through, it took a few days but that was because of rain and a really busy weekend🤦🏽‍♀️ Of course!! Lol. Yet to say i was satisfied in the end and i didn’t have to pay to get it towed away 🤷🏽‍♀️🤗. Anyways i have definitely passed the word since then and hope for the best to anybody who wants to get rid of a car that’s not in need.Thanx Carbrain!!!❤️",25 mars 2020,5
Would use again,25 mars 2020,5
Process was simple and straight forward. No games! I appreciated the simplicity of the entire process.,24 mars 2020,5
Sold the car like promised. We would use again.,24 mars 2020,4
I will highly recommend CarBrain to everyone I talk the whole Process was quick and easy!!Thank you CarBrain!!!!,24 mars 2020,5
"I went on line followed the process got a fair offer, better then any local offers by far. They had a truck pick it up at my convince, he was on time and very polite. I received my check and cashed it with no issues.I wish everything on line was this easy.",24 mars 2020,5
"It was a quick pick up and easy to get rid of my car that had broken down and was no longer functional, but it would have been nice to get more for it.",24 mars 2020,5
Fast honest service.  Friendly customer service.,24 mars 2020,5
"CarBrain was very easy to work with and they gave me the best deal of any company I looked at. I even talked with someone from the same auction who car brain used to pickup my vehicle and he said that they wouldn't give me half what CarBrain did. It seemed a little dicey at first but I'm very glad I used it. I got $1,200 for my car with a blown head gasket and 255,000 miles.",24 mars 2020,3
Seamless pickup from the repair shop. Paid me more than I expected. Quick and easy.,24 mars 2020,5
I believe carbrain gave me the best deal for my car! They also came to my home to pick up the car at no extra expense! Very satisfied with carbrain experience!,24 mars 2020,5
Super easy and QUICK!  Was impressed with professional level of employees.  Would recommend and utilize in the future if the need arises!,24 mars 2020,5
Car Brain was a pleasure to work with. They were very upfront with explaining their procedures and everything played out perfectly. They were very professional and hid nothing!Thank you,24 mars 2020,5
"First I went on their website and then I called them, they asked me to send them a picture of my car, and also title. Made an offer and scheduled the pick up.The pick up guy was very nice, handed me the check, asked me to confirm if I took out everything and done.They gave me the highest rate for my totaled car-  in fact double of what others offered me and were treating me as if I was dirt.I give a sincere top class rating to Car Brain for professionalism, good rates, respectful, understanding and they all are just very nice people; Their website is so easy and you get results right away- so satisfying.",24 mars 2020,5
Copart brought good  check  in promised amount.,24 mars 2020,5
We were able to negotiate a price that I would be happy with and the process was very smooth and simple with hauling off the vehicle. I would use again and refer others,24 mars 2020,5
Very helpful. Quick and easy!,24 mars 2020,5
"Fast, friendly, great communication, and offered me more money by far than any of the other companies!!!   Highly recommend!",24 mars 2020,5
I had an F350 with a blown engine....The Carbrain staff was helpful and knowledgeable.  The whole process was easy and they helped me every step of the way.  The best part was getting a good price without having to repair my truck.,24 mars 2020,5
"CarBrain was so easy to use. I entered my vehicle information and received an offer immediately. I wasn’t sure if what i was going to do and waited 5 days before I accepted the offer. I was skeptical of the whole idea, but everything worked as advertised. The tow truck showed up with a bank check and towed the truck away.I was very pleased by the whole experience",24 mars 2020,5
"My car physically looked in top shape but the engine was shutting on and off. For that, I wanted to get a fair price when I decided to sell. I was extremely wary to use a faceless app but I wanted to sell quickly and took a chance. If you're in the same boat, DON'T HESITATE. After looking up the company up on BBB and reading as much reviews as I could find, I took a chance. Well, CarBrain is legit and I had a seamless experience. I snapped photos of the interior and exterior of my car and sent them over to a sales associate. She came back with a quote that I wasn't quite happy with and they renegotiated with a slightly higher price. After locking in that deal, they gave me instructions to get the title ready for transfer. A tow truck company then contacted me the next day to arrange a pick up time. Two days later, the tow truck driver handed me a check in exchange for my title and keys. I cashed my check that same day. No headaches, no hitches, and I got my money :)",24 mars 2020,5
I waiting all day took day off work no yow truck showed up I called car brain who assured I was on the list for pick up. Its 8:15 p.m no tow truck and I still have my van. Scam?,18 mars 2020,1
"The reviews are correct. This was the easiest sale of a car I've ever made. CarBrain actually INCREASED my offer by nearly 25%, the tow driver showed up when he said he would, I gave him the title, he gave me a check for the amount I was expecting and that was it! Simple! Well done folks, from start to finish this was as easy as it gets. Helpful, honest, I just cant rave enough about my experience!",09 mars 2020,5
"Around 6:30am, I put in an online request to have my sold and taken away for free. By 8:30am I was contacted with information regarding pickup, and by 9:30am I had cash in my hand and my problem car was being taken away. Everyone involved was friendly and professional, and the service was quick and easy to use. I highly recommend this service to anyone who needs a junk car gone ASAP",16 février 2020,5
Very reliable and quick transaction. They gave a good price for my car. Will definitely recommend them.,06 février 2020,5
The whole process for start to finish was smooth and relatively short. I found everyone to be helpful and thorough in their explanations.,01 février 2020,5
"Great !!!  Polite and very easy to make a deal. Fast service, pick up where ever you want with check in hand.  Used for two cars.",28 janvier 2020,5
"My experience with CarBrain was impressive. The process was simple, they gave me a fair price and it was completely honest! No bait and switch.   Those qualities stood out and were the most important to me and I only have positive things to say about CarBrain",23 janvier 2020,5
Easy to deal with the transaction went smooth the tow truck driver came on time and the price we got for the truck was fair. thanks again carBrain,21 janvier 2020,5
CarBrain was beyond my expectations. I never would have believed how much I was given for my car or the professional way they handled the whole transaction. I would highly recommend them!,21 janvier 2020,5
Simple and quick. Reasonable price.,21 janvier 2020,5
"CarBrain made what was a traumatizing experience, easier to deal with. I got in my first accident with a deer and totaled my vehicle. I was skeptical about using this service, but they made it quick and easy. I sent over title, received a call the next day, and someone was out to pick up my vehicle with a check. So simple. Thank you CarBrain!",20 janvier 2020,5
Fast and easy reply. thumbs up for sure,20 janvier 2020,4
Great service!!! Wonderful experience!! Nice guys!,20 janvier 2020,5
Quick and easy and they gave me the highest quote for my 2003 Honda CR-V,19 janvier 2020,5
Very easy process and fast responses.  Not a lot of visibility into listing car on the open network - unclear how viable that was.  But selling direct ended up easy.,18 janvier 2020,4
This is by far the fastest and most professional experience I've had with Car Brain. From the initial contact to the tow truck these are so good people. I highly recommend them. If I had known this company years ago they've gotten all of my business. Keep up the great service Car Brain! Trina out of NC,18 janvier 2020,5
After my accident I was left with a totaled car to get rid of.  I came across Carbrain as I was searching for someone willing to buy a car in this condition.  I am glad I gave them a call to check this out.  I received more from them than I was otherwise offered and they made the process easy and efficient.  I turned over the car and title and Carbrain immediately gave me a check in payment.  I would recommend them to anyone in this situation.,15 janvier 2020,5
Great service they do what they promise on time,15 janvier 2020,5
Ease of service and available to answer questions throughout the process. I was really nervous about sending a picture of my copy of the title but they accepted a picture with sticky notes all over demonstrating that I knew how to fill it out. Pick up was easy and driver was friendly. Great value for a car I expected only to get $30 for!,15 janvier 2020,5
Quick and easy. Very friendly and helpful with questions.,15 janvier 2020,5
At first I was skeptical and unsure if I should use a company I found on-line; with all theses scams that go on. I took my chances anyway. I spoke with a customer service representative on a Wednesday by Friday my car was picked up. I received a check for the exact offer with no hassle. Everything went smooth. I highly recommend this company.,15 janvier 2020,5
The entire process was quicker than what I expected. Of course I wish I could have been paid more for the car but it was comparable to other offers and those other offers would not have taken care of the state documentation. I also realize that the car needed a new engine and that CarBrain has to also make a profit to stay in business. The only downside of my experience was the inflexibility of the towing company. The driver was very accommodating but his company wasn’t so.,15 janvier 2020,5
"I had a horrible experience trying to get some help from Kia regarding car problems we had while on vacation 1200 miles away from where I live.  We had it have it towed to the nearest Kia dealership.Tried to resolve it for almost 5 months.  Finally gave up and decided to sell the car, but with it being so far away, we didn't know how and honestly didn't have the resolve.  Called CarBrain and they basically took care of everything.  It was such a relief!!  Thank you CarBrain.",15 janvier 2020,5
"Great experience, no issues.",14 janvier 2020,5
From start to finish Carbrain was a great experience.  I would highly recommend.,14 janvier 2020,5
"The initial sale was easy and hassle-free. The pick-up times were a little limited and then the set, actual time proved to be somewhat unreliable. However, I did appreciate them coming out and picking it up. Plus, they were then respectful of my time. Overall, great customer service by all the reps I dealt with.",14 janvier 2020,5
Great customer service! Got a good dealFor my truck!,14 janvier 2020,4
"Best price,on time, excellent service.",14 janvier 2020,5
The experience was smooth and easy.  Very professional and helpful with navigating a complicated process.  I highly recommend CarBrain.,14 janvier 2020,5
They offered me quite a bit more than my local people.  They came by and picked it up at the collision center and mailed me a check.  super easy.,14 janvier 2020,5
"The quoting process was quick and easy.  I had a reasonable offer within about 6 hours of posting and 5 days later my car sold with a check in hand.  Best of all, they came to me to pick up my car.",14 janvier 2020,5
Easy and quick experience.  Driver showed up on time and with check in hand.,14 janvier 2020,5
"They were eager to work with me. I got a good deal, they got a good deal. Happy ending",14 janvier 2020,5
"I originally just wanted to know how much my car was worth if I sold it for scrap. Answered a few questions online and was sent a fair price so I accepted. They sent a tow truck to my house the next day to pick up my car and paid me as promised.(No extra charge for towing). I kept thinking, "" this is way to easy -whats the catch?"" I had no problems what so ever!",14 janvier 2020,5
Thank you for the polite and professional experience in car purchase.,14 janvier 2020,5
"The effort it took to be sure I crossed all the t’s and dotted all the i’s required was nothing compared to finding someone I felt trustworthy. I have suggested others use CarBrain and wish I had another opportunity as well.  Thank -you, I appreciate your help.",14 janvier 2020,1
"It was very, very easy!!!",14 janvier 2020,5
"The entire experience, from beginning to end, was easy to navigate. I'm very happy that I used CarBrain.",14 janvier 2020,5
The process of selling my car was quick and easy!!!,14 janvier 2020,5
"Carbrain made my life much easier. It was extremely easy to process the information online, and the service was fast. Good job.",14 janvier 2020,5
Gave me the best rate and very simple to use. They came within a day or two. Simple enough!,14 janvier 2020,4
I was happy to find out how easy the process was. I would recommend the service to everyone.,14 janvier 2020,5
I didn’t even know there were services like this until my car engine failed. Car brain made the process simple and easy for me. Very professional.,14 janvier 2020,5
Great company - simple and best price!,14 janvier 2020,5
it was a very pleasant and surprisingly easy experience.I enjoyed working with Gulio he was very helpful and walked me through everything step by step keeping in touch with me through the whole process will definitely have no problem contacting them in the future also they offered me very fair prices on both vehiclesThank youTraci Wilson,14 janvier 2020,5
Johan has very professional and extremely helpful whenever we had any question.,13 janvier 2020,5
Car Brain was very easy to work with and made me an above expected offer for my car. I would work with Car Brain again any time.,13 janvier 2020,5
We got the best quote from Car Brain and they made it easy for us.,13 janvier 2020,5
I received excellent service and was very pleased with the results.,13 janvier 2020,5
I thought the offers they provided for my vehicle were very fair and their process was streamlined and thorough. They answered all my questions and worked through my particular situations. Only hiccup was with the third party towing company as they didn't show as scheduled and once they did the operator was unprofessional. I did let CarBrain know and they were very apologetic about the experience I had with the tow company. I would highly recommend CarBrain to my family and friends.,13 janvier 2020,5
This was the easiest most efficient way to sell our old car. From the representatives on the phone to the actual pick up of the car! I would absolutely recommend Car Brain with total confidence. It was so easy and effortless that I almost thought it couldn’t be true. But it was!!!,13 janvier 2020,5
"Everything, from start to finish, was very easy. The check cashed right away and I had my undrivable car off my hands in no time. I would definitely recommend them to everyone.",13 janvier 2020,5
This is my second time using carbrain.  It is super easy and convenient.  I recieved an offer almost immediately upon submitting my vehicle information.,13 janvier 2020,5
"State logistics of selling a car is about the only downside to this experience. If you have never sold a car before, it is important to know about the paper work that the state requires when selling a car. I suppose the information on the back of the pink slip explains all that is necessary. That is my only complaint, otherwise everything went fairly smoothly.",13 janvier 2020,4
"I was happy to be able to sell my junk car. However, there was a lot of delay during the pick up process because of the tow truck company.",13 janvier 2020,3
I was surprised how easy it was to sell my car through CarBrain.  My vehicle was non-operation and I was happy to be able to get anything for it!,13 janvier 2020,5
very quick responses and trustworthy to deal with and best offer in the market,13 janvier 2020,5
Very good customer service; just some of the instructions from the beginning was a little confusing when it came to what was needed to complete the deal and to who should get the car title. I was instructed at first that the car title needed to be sent directly from the Credit Union. After receiving the car title from the towing company that had the vehicle; I was instructed by another person that the title needed to be with the vehicle when they picked it up. I had to pay another FedEx fee to send the title back to where the vehicle was located. At the end everything was finally completed; it just took additional time that could have been avoided. We did receive the check in a very shortly after the vehicle was picked up.Opinion from Senior Collections Officer (Brenda Jackson) who worked with CarBrain Agency(s).,13 janvier 2020,5
"Got an online quote for peanuts. I never agreed to anything, I never accepted the offer and yet I can not get them to stop calling and emailing l me about picking up my truck. They even set up an auction company to try to come pick up my truck. I had to inform this auction company that i never agreed to anything with CARBRAIN and that they should cancel any and all information they may have under my name.CARBRAIN has been harassing me for almost 5 days now with phone calls and emails and will not listen to my pleas to stop contacting me and telling them I am not interested in their services.",13 janvier 2020,4
It was a smooth transaction working with Carbrain I would recommend and use them again. So if your looking to get rid of a vehicle this is a great company to work with to get the job done. Thanks Carbrain,13 janvier 2020,5
Fair offer and process was easy to follow.,12 janvier 2020,1
It is really very smooth. I am very happy with your professionalism.,12 janvier 2020,5
Great experience would use them again. Quick and easy service to use. Highly recommended!,11 janvier 2020,5
"Fastest way to get rid of a car hands down. No stress or hassle. The offer was better than expected, no haggling, no dealing with flakes. Offer made, offer accepted, car gone the next day.",11 janvier 2020,5
Quick and easy. Very fast response when selling vehicle and best offer I got and quick pickup and payment,11 janvier 2020,5
"I was skeptical at first but this was actually a quick, easy and legit way to sell my vehicle.  Process was very simple and they work with your schedule.  I had no issues or complaints at all.  Would definitely recommend!",10 janvier 2020,5
Customer service was excellent. Whole process was very easy,07 janvier 2020,5
CarBrain did everything 100% as they promised.  All contacts were very helpful along the way.  My situation was junk car at a dealership in another state than where I live.  I mailed signed title to dealership.  Dealership put title in car. CarBrain picked up as scheduled.  I received check in mail within 2 days.  I highly recommend CarBrain and would use again if needed.,06 janvier 2020,5
CarBrain made the whole process very simple and offered me more for my car than anyone else.,06 janvier 2020,5
Quick and efficient. So easy in a stressful situation.,05 janvier 2020,5
"I heard of your company on the internet and called, I was happily surprised to receive amazing customer service every step of the way. Your staff made this process so easy. The tow truck driver was also very nice and professional.  I will gladly use your service again and refer your company.Thank youPatricia Metrick",05 janvier 2020,5
A very good experience.  Everything was upfront and honest.  Did exactly what they promised.,05 janvier 2020,5
"Honestly I called a few places before coming across carbrain, and they all had some type of gimmick. Car brain was smooth swift and easy. So much so I recommended you guys to a friend one week later, who had the same smooth, swift and easy experience as I did. Thanks carbrain 👍🏾",05 janvier 2020,5
"Very easy process, exactly as described.  No issues and great communication.",05 janvier 2020,5
"Easy to work with, on time, and nice people to do business with.",04 janvier 2020,1
"I had not known there was a company like Carbrain. I was stuck with a car I no longer needed or wanted. Someone recommended Carbrain. I called.They were courteous, professional and knew what they were talking about. They offered me a fair price. They came to pick up the car when they said they would. I was very satisfied with the whole experiance. I would certainly recommend Carbrain to anyone.",04 janvier 2020,5
Great Service!  They performed exactly as they said they would.,04 janvier 2020,5
"Quick and effortless sale of my pickup.  Sent in a few picture showing the condition of my vehicle and proof of no liens on my title.  CarBrain gave me a quote I was happy with and we sealed the deal.  A couple days later a tow truck showed up, I gave them the title & key, they gave me a check.  It was really that simple!",04 janvier 2020,5
"Fast, easy, best price.  CarBrain handled all of the paperwork, came and picked up the vehicle, and gave us a check on the spot.  We had such a great experience, we did it again on a second vehicle!",04 janvier 2020,5
"I had poor service throughout the process. Later when I have feedback, Carbrain did not contact me back.Edit: 2/8/2020 - Carbrain didn't care. They still did not respond to my concern.",04 janvier 2020,5
"The service representative was professional , knowledgable, very clear about how things work,, and followed up promptly.I include the driver who picked up  my vehicle in the above comments.",04 janvier 2020,5
"It was very easy to sell my car and they provided a fair quote compared to others I received.  The pickup went well.  If in the situation of needing to sell a car again, I would use them.",04 janvier 2020,5
CarBrain has been trust worthy and fulfill their commitments completely as they said they would.,04 janvier 2020,1
"I was not sure about this whole thing, but I needed to get rid of my car, so I gave it a shot.CarBrain was awesome! Very professional and fast.Everything went exactly how they said it would and I felt very comfortable with the whole experience.I would recommend them, and I would use them again if I needed to.",04 janvier 2020,5
"Worked out great!  Good communication, easy process, received a good offer, fast, money in the bank.  Thank you!!",04 janvier 2020,5
"Fast, easy and friendly.",04 janvier 2020,5
"Great customer service, overall great experience. I was dreading selling my  vehicle because I do not have the time or desire to take appointments for potential buyers. Everything with CarBrain was done online and by phone, a driver showed up with check in hand...done. Make sure to have your title, ect...and make sure to follow the directions the agent provides.",04 janvier 2020,5
Minimal effort to sell my old car which was just sitting in the garage. Fair price for the cable of the car!,04 janvier 2020,5
It was a great experience working with carBrain. I went online out my car information and it was done in seconds. They gave me an offer for my car and I took it and they came pick my car up in a week.,04 janvier 2020,5
"Easy,trustworthy and friendly! I would do it all over again.",04 janvier 2020,5
Great firm to help ease the sale,04 janvier 2020,5
Sales process took longer than I expected (mainly due to the delays from the local pickup) but eventually my car was sold at the suggested  price.,04 janvier 2020,4
Have sold two older vehicles this way.  They come and pick them up.  They offer an instant price or you can try and wait for a better price.  I took the instant price both times and had no complaints.,04 janvier 2020,4
Everything went very smoothly. Definitely recommend!,04 janvier 2020,5
Excellent process from start to end,04 janvier 2020,5
This was one of the easiest ways to get rid of my car without having to get it towed or driven to a salvage. I got an email from the company and they help you through every step. Johan assisted in the whole transaction process and answered all my questions and made the process quick and easy! I will use their services and recommend them to anyone trying to get rid of s car.,04 janvier 2020,5
my experience was excellent very friendly people and very professional for their work excellent communication if you want to sell your car I recommend CARBRAIN ⭐️⭐️⭐️⭐️⭐️,04 janvier 2020,5
"They were responsive, honest & did what they said! I will deal with them again if the need arises.",04 janvier 2020,5
